0	0	80.478	1.62306
0	1	92.5297	1.67025
0	2	98.2392	1.61101
0	3	94.4197	1.60644
0	4	97.2947	1.67402
0	5	99.348	1.65544
0	6	97.8411	1.50111
0	7	98.5898	1.57753
0	8	87.837	1.59319
0	9	96.4814	1.53945
0	10	88.5207	1.63919
0	11	93.7625	1.68784
0	12	91.4368	1.7335
0	13	96.269	1.65499
0	14	81.7606	1.97784
0	15	83.0279	1.5943
0	16	39.1231	1.05405
0	17	14.4866	1.23142
0	18	21.6721	1.24142
0	19	32.5074	1.17026
0	20	36.5284	1.27488
0	21	36.6062	1.11887
0	22	19.2945	1.23092
0	23	25.1499	1.10779
0	24	9.50982	1.30256
0	25	10.3637	1.40999
0	26	4.10405	1.34172
0	27	12.2599	1.39973
0	28	5.93608	1.3655
0	29	8.56374	1.36961
0	30	14.9895	1.44239
0	31	-3.93557	1.38784
1	0	55.3023	1.2739
1	1	64.924	1.44287
1	2	63.8315	1.25856
1	3	72.2095	1.35197
1	4	47.5695	1.3911
1	5	81.3185	1.29326
1	6	79.993	1.42
1	7	71.428	1.30735
1	8	77.3505	1.32963
1	9	71.5432	1.31804
1	10	73.9012	1.29056
1	11	77.7993	1.33061
1	12	78.1541	1.3988
1	13	79.7831	1.40921
1	14	89.5493	1.28822
1	15	71.6954	1.37984
1	16	16.2401	1.15968
1	17	5.50592	1.29435
1	18	18.9117	1.32322
1	19	-4.55178	1.26146
1	20	18.3009	1.33805
1	21	20.0836	1.22623
1	22	18.1046	1.26999
1	23	16.086	1.34729
1	24	15.8599	1.27154
1	25	17.2111	1.28478
1	26	14.566	1.28459
1	27	16.8226	1.31099
1	28	7.67652	1.26319
1	29	17.8107	1.26784
1	30	-17.2147	1.29036
1	31	13.5103	1.27961
2	0	-9.02838	0.84974
2	1	-3.72856	0.870073
2	2	-9.00922	0.901598
2	3	-2.18132	0.889264
2	4	-4.98865	0.955198
2	5	-2.28529	0.929633
2	6	4.98039	0.910007
2	7	-3.722	0.931231
2	8	5.53576	1.05431
2	9	3.53247	1.00603
2	10	7.47797	1.0057
2	11	10.4827	1.02306
2	12	15.2958	1.07487
2	13	9.18067	1.00779
2	14	15.4054	1.06518
2	15	8.35648	0.996271
2	16	1.05	0.999311
2	17	2.56735	1.05397
2	18	6.34015	1.0697
2	19	1.23984	1.00182
2	20	-3.3756	1.02534
2	21	-2.23666	1.0056
2	22	3.14173	0.909642
2	23	-5.47692	1.24946
2	24	-9.62795	0.94379
2	25	-6.31068	0.900852
2	26	-3.43416	0.906951
2	27	0.210465	0.860554
2	28	-5.32874	0.940338
2	29	-7.2918	0.917209
2	30	-1.27475	0.874776
2	31	-9.09109	0.874597
3	0	27.9344	1.0759
3	1	-33.3873	1.21493
3	2	34.7144	1.14262
3	3	34.5692	1.08127
3	4	34.5729	1.13095
3	5	29.5455	1.0978
3	6	36.0509	1.06778
3	7	0	1
3	8	23.9136	1.02379
3	9	29.9511	0.984713
3	10	25.1871	0.993321
3	11	30.7529	1.04993
3	12	24.8679	0.995307
3	13	22.681	0.982982
3	14	18.943	0.95791
3	15	17.6431	0.977263
3	16	-5.13895	0.718328
3	17	-12.5061	0.737993
3	18	-9.88958	0.73221
3	19	-8.67029	0.644782
3	20	-10.8833	0.635031
3	21	-12.8138	0.6646
3	22	-10.1535	0.642582
3	23	-14.2968	0.684759
3	24	-16.2998	0.672134
3	25	1.5865	0.661465
3	26	-14.566	0.630948
3	27	-13.0344	0.673394
3	28	-14.0713	0.677144
3	29	-8.36595	0.648955
3	30	-13.2007	0.655002
3	31	-7.77974	0.664916
