h0	614.934	979.791
h1	625.104	885.711
h2	625.104	863.131
h3	620.41	897
h4	650.921	859.368
h5	653.268	983.555
h6	661.092	923.343
h7	665.003	1017.42
h8	662.656	889.474
h9	664.221	821.736
h10	615.716	814.209
h11	632.145	787.867
h12	648.574	836.789
h13	643.88	821.736
h14	645.445	799.156
h15	642.316	829.262
h16	639.186	1047.53
h17	641.533	938.396
h18	646.227	930.869
h19	646.227	968.502
h20	650.139	904.527
h21	647.01	1013.66
h22	655.615	949.685
h23	653.268	1043.77
h24	658.745	908.29
h25	661.092	844.315
h26	659.527	897
h27	663.439	851.842
h28	664.221	878.184
h29	661.874	889.474
h30	680.65	859.368
h31	677.521	889.474
h32	668.915	1066.35
h33	672.044	945.922
h34	674.392	938.396
h35	674.392	979.791
h36	676.739	908.29
h37	681.433	1032.48
h38	686.127	960.975
h39	686.127	1058.82
h40	691.603	923.343
h41	697.862	863.131
h42	704.903	915.816
h43	705.685	870.658
h44	703.338	923.343
h45	703.338	908.29
h46	709.597	855.605
h47	707.25	897
h48	690.821	1092.69
h49	690.821	964.738
h50	690.038	949.685
h51	685.344	983.555
h52	686.909	915.816
h53	686.127	1032.48
h54	693.168	964.738
h55	689.256	1058.82
h56	698.644	927.106
h57	698.644	859.368
h58	695.515	900.764
h59	695.515	874.421
h60	696.297	900.764
h61	695.515	881.947
h62	697.862	836.789
h63	698.644	881.947
h64	686.127	1137.85
h65	695.515	1006.13
h66	690.038	991.081
h67	689.256	1036.24
h68	693.95	957.212
h69	688.474	1081.4
h70	688.474	994.844
h71	679.086	1088.92
h72	678.303	945.922
h73	648.574	833.025
h74	589.899	840.552
h75	611.022	802.92
h76	639.186	855.605
h77	639.969	848.078
h78	640.751	799.156
h79	638.404	844.315
h80	633.71	1043.77
h81	636.839	919.58
h82	648.574	915.816
h83	646.227	964.738
h84	652.486	897
h85	647.792	1009.9
h86	653.268	945.922
h87	652.486	1036.24
h88	662.656	908.29
h89	672.827	870.658
h90	674.392	915.816
h91	681.433	866.895
h92	680.65	893.237
h93	680.65	893.237
h94	683.78	844.315
h95	682.997	889.474
h96	679.868	1013.66
h97	686.909	897
h98	685.344	889.474
h99	686.127	930.869
h100	698.644	870.658
h101	700.209	994.844
h102	707.25	923.343
h103	709.597	1021.19
h104	749.496	949.685
h105	733.849	855.605
h106	732.284	889.474
h107	734.631	859.368
h108	733.849	878.184
h109	733.067	866.895
h110	735.414	825.499
h111	729.937	870.658
h112	726.026	1137.85
h113	735.414	1002.37
h114	741.672	991.081
h115	743.237	1058.82
h116	746.366	968.502
h117	747.149	1107.74
h118	754.19	1024.95
h119	764.36	1145.37
h120	773.748	1024.95
h121	780.007	938.396
h122	772.966	976.028
h123	771.401	938.396
h124	761.231	945.922
h125	749.496	927.106
h126	741.672	874.421
h127	737.761	912.053
h128	735.414	1171.72
h129	742.455	1036.24
h130	749.496	1013.66
h131	747.931	1058.82
h132	754.19	979.791
h133	752.625	1107.74
h134	760.449	1028.71
h135	760.449	1137.85
h136	771.401	998.607
h137	774.531	930.869
h138	771.401	968.502
h139	772.966	930.869
h140	769.837	957.212
h141	769.837	949.685
h142	772.184	900.764
h143	770.619	942.159
h144	762.013	1160.43
h145	768.272	1040
h146	768.272	1024.95
h147	765.925	1066.35
h148	764.36	964.738
h149	775.313	1111.5
h150	778.442	1028.71
h151	771.401	1122.79
h152	776.095	979.791
h153	781.572	912.053
h154	780.789	957.212
h155	782.354	923.343
h156	781.572	949.685
h157	780.789	934.633
h158	781.572	889.474
h159	780.007	938.396
h160	768.272	1239.45
h161	779.225	1088.92
h162	774.531	1088.92
h163	772.966	1149.14
h164	778.442	1032.48
h165	770.619	1167.95
h166	772.966	1081.4
h167	763.578	1179.24
h168	770.619	1032.48
h169	772.966	953.449
h170	769.837	1002.37
h171	769.837	960.975
h172	770.619	979.791
h173	769.837	979.791
h174	769.837	930.869
h175	768.272	972.265
h176	756.537	1262.03
h177	759.666	1100.21
h178	760.449	1088.92
h179	757.319	1160.43
h180	762.796	1066.35
h181	754.19	1186.77
h182	760.449	1092.69
h183	754.19	1194.3
h184	758.884	1047.53
h185	763.578	968.502
h186	761.231	1024.95
h187	762.013	979.791
h188	761.231	1009.9
h189	761.231	991.081
h190	763.578	949.685
h191	761.231	991.081
h192	750.278	1277.09
h193	752.625	1115.27
h194	754.19	1103.98
h195	754.19	1167.95
h196	756.537	1085.16
h197	756.537	1235.69
h198	778.442	1149.14
h199	786.266	1284.61
h200	802.695	1126.56
h201	800.348	1036.24
h202	798.001	1088.92
h203	789.395	1036.24
h204	787.048	1058.82
h205	789.395	1058.82
h206	794.089	1006.13
h207	787.83	1047.53
h208	775.313	1262.03
h209	783.919	1115.27
h210	783.919	1100.21
h211	779.225	1152.9
h212	786.266	1062.58
h213	775.313	1216.87
h214	777.66	1115.27
h215	772.966	1205.58
h216	777.66	1055.06
h217	778.442	979.791
h218	776.878	1024.95
h219	778.442	979.791
h220	778.442	1013.66
h221	779.225	1002.37
h222	784.701	960.975
h223	780.789	1006.13
h224	743.237	1442.67
h225	752.625	1258.27
h226	752.625	1239.45
h227	751.843	1314.72
h228	754.972	1201.82
h229	742.455	1356.11
h230	747.149	1277.09
h231	737.761	1397.51
h232	744.802	1183.01
h233	742.455	1088.92
h234	740.108	1137.85
h235	740.108	1088.92
h236	738.543	1115.27
h237	740.108	1103.98
h238	741.672	1058.82
h239	734.631	1100.21
h240	722.114	1126.56
h241	729.155	1013.66
h242	722.114	983.555
h243	718.985	1013.66
h244	722.896	949.685
h245	711.944	1051.29
h246	730.72	1002.37
h247	720.549	1103.98
h248	730.72	957.212
h249	724.461	866.895
h250	714.291	904.527
h251	763.578	923.343
h252	759.666	942.159
h253	758.102	945.922
h254	758.102	893.237
h255	754.19	934.633
