h0	888.752	1004.57
h1	873.105	895.22
h2	726.026	731.2
h3	745.584	809.644
h4	747.149	745.463
h5	758.884	828.661
h6	771.401	809.644
h7	763.578	757.348
h8	789.395	838.169
h9	787.048	816.776
h10	788.613	816.776
h11	787.83	804.89
h12	789.395	838.169
h13	790.96	838.169
h14	788.613	842.924
h15	789.395	828.661
h16	763.578	990.304
h17	776.878	909.482
h18	779.225	885.711
h19	770.619	930.876
h20	775.313	873.826
h21	767.49	938.008
h22	773.748	909.482
h23	784.701	880.957
h24	776.095	930.876
h25	780.007	923.745
h26	780.789	914.237
h27	780.789	904.728
h28	776.095	930.876
h29	780.789	923.745
h30	783.136	935.63
h31	783.919	926.122
h32	787.048	895.22
h33	794.089	823.907
h34	796.436	802.513
h35	790.177	845.301
h36	791.742	783.496
h37	787.83	845.301
h38	791.742	819.153
h39	794.089	781.119
h40	791.742	819.153
h41	789.395	819.153
h42	788.613	828.661
h43	789.395	795.382
h44	789.395	838.169
h45	793.307	831.038
h46	793.307	835.792
h47	794.089	821.53
h48	780.789	952.27
h49	788.613	876.203
h50	789.395	850.055
h51	787.048	902.351
h52	792.524	845.301
h53	787.048	911.859
h54	791.742	880.957
h55	792.524	838.169
h56	790.96	888.089
h57	795.654	880.957
h58	794.089	899.974
h59	795.654	876.203
h60	794.089	899.974
h61	798.783	892.843
h62	803.477	909.482
h63	803.477	895.22
h64	801.13	978.418
h65	805.042	890.466
h66	806.606	873.826
h67	807.389	923.745
h68	808.953	866.695
h69	803.477	930.876
h70	805.042	899.974
h71	805.824	852.432
h72	796.436	895.22
h73	796.436	880.957
h74	798.001	890.466
h75	801.13	883.334
h76	798.783	928.499
h77	799.565	895.22
h78	801.13	916.614
h79	801.13	902.351
h80	797.218	945.139
h81	804.259	873.826
h82	806.606	838.169
h83	805.042	890.466
h84	808.171	833.415
h85	803.477	895.22
h86	804.259	871.449
h87	806.606	831.038
h88	799.565	873.826
h89	801.13	857.186
h90	801.912	852.432
h91	800.348	838.169
h92	794.871	883.334
h93	794.871	883.334
h94	796.436	878.58
h95	796.436	866.695
h96	787.048	1016.45
h97	798.001	923.745
h98	796.436	899.974
h99	794.871	964.156
h100	803.477	890.466
h101	792.524	964.156
h102	801.13	940.385
h103	809.736	899.974
h104	803.477	942.762
h105	806.606	938.008
h106	805.042	942.762
h107	801.912	909.482
h108	798.783	952.27
h109	805.824	964.156
h110	806.606	973.664
h111	808.171	947.516
h112	808.171	959.401
h113	814.43	873.826
h114	811.3	850.055
h115	808.171	897.597
h116	811.3	833.415
h117	803.477	902.351
h118	805.824	871.449
h119	804.259	828.661
h120	801.912	873.826
h121	801.912	864.318
h122	819.906	888.089
h123	824.6	873.826
h124	815.212	897.597
h125	816.777	878.58
h126	825.383	916.614
h127	829.294	909.482
h128	821.471	999.812
h129	829.294	907.105
h130	829.294	876.203
h131	824.6	930.876
h132	832.424	878.58
h133	825.383	940.385
h134	830.859	921.368
h135	829.294	873.826
h136	828.512	916.614
h137	841.812	914.237
h138	848.07	923.745
h139	847.288	902.351
h140	845.723	940.385
h141	845.723	933.253
h142	852.764	945.139
h143	851.982	933.253
h144	833.988	995.058
h145	836.335	907.105
h146	836.335	873.826
h147	829.294	926.122
h148	826.947	869.072
h149	824.6	933.253
h150	830.859	904.728
h151	833.206	866.695
h152	817.559	895.22
h153	815.994	873.826
h154	815.212	878.58
h155	814.43	857.186
h156	811.3	895.22
h157	817.559	890.466
h158	814.43	899.974
h159	815.994	888.089
h160	808.171	947.516
h161	811.3	864.318
h162	808.171	833.415
h163	807.389	880.957
h164	809.736	816.776
h165	805.824	904.728
h166	808.953	878.58
h167	810.518	816.776
h168	808.171	873.826
h169	808.171	852.432
h170	808.953	859.563
h171	815.212	838.169
h172	810.518	885.711
h173	808.171	866.695
h174	808.953	878.58
h175	808.171	869.072
h176	796.436	966.533
h177	798.783	871.449
h178	795.654	850.055
h179	791.742	911.859
h180	794.089	859.563
h181	792.524	921.368
h182	796.436	880.957
h183	798.783	852.432
h184	792.524	880.957
h185	794.089	871.449
h186	798.783	873.826
h187	802.695	864.318
h188	798.783	902.351
h189	805.824	880.957
h190	801.13	897.597
h191	804.259	880.957
h192	790.96	997.435
