0	37.8868	1.09505	0.90142	0.00157359
1	42.5631	0.977485	0.902318	0.00155242
2	27.08	0.962058	0.832983	0.00141674
3	49.5564	1.00559	0.701753	0.00117329
4	27.2451	0.951077	0.678525	0.00112946
5	30.8959	1.03444	0.669297	0.00110832
6	30.2863	1.00094	0.616486	0.00101201
7	27.3908	0.946862	0.609888	0.00099764
8	23.3539	1.02218	0.617015	0.00103961
9	29.0274	0.992886	0.605482	0.000982362
10	31.4124	0.991031	0.556737	0.000901158
11	29.5457	0.970879	0.615392	0.000993106
12	37.6156	1.00634	0.619837	0.000999166
13	29.1563	1.00412	0.636106	0.00103003
14	57.1288	0.984622	0.666291	0.00108711
15	35.3914	0.994576	0.763178	0.001201
16	44.2269	1.24114	0.936315	0.00174446
17	44.8307	1.11599	0.81077	0.00146685
18	34.6916	1.08823	0.725499	0.00129067
19	53.1824	1.14396	0.655387	0.00115862
20	33.5302	1.07777	0.614207	0.00106887
21	34.6481	1.1768	0.58517	0.00100562
22	35.9986	1.13419	0.582375	0.00099509
23	37.5595	1.06678	0.599396	0.00101619
24	52.4557	1.13382	0.604559	0.00104201
25	31.381	1.14219	0.603689	0.00103802
26	40.1777	1.12005	0.581927	0.000975451
27	36.9213	1.09866	0.583003	0.000979407
28	44.0835	1.14147	0.570556	0.000963176
29	36.4006	1.13642	0.612328	0.00103542
30	62.3229	1.11625	0.590044	0.00100222
31	38.0909	1.12832	0.673878	0.00109695
32	43.6463	1.08052	0.936793	0.00155103
33	43.7685	0.972421	0.818387	0.00135439
34	34.6851	0.94848	0.777637	0.0012627
35	54.7649	0.994283	0.716227	0.00115625
36	32.189	0.941061	0.672964	0.0010824
37	34.4529	1.02478	0.631298	0.00100477
38	35.2033	0.989315	0.625091	0.000988701
39	35.8717	0.931207	0.614403	0.000972903
40	38.62	0.987539	0.613823	0.000965916
41	45.6562	0.982713	0.586576	0.000945327
42	32.5905	0.997812	0.611342	0.000979925
43	35.1791	0.95898	0.628621	0.000986963
44	42.6312	0.995859	0.631273	0.000989834
45	35.8941	0.990428	0.630719	0.000985663
