0	0	28.3505	0.80812
0	1	29.9568	0.847374
0	2	30.2294	0.860008
0	3	30.0657	0.8145
0	4	29.4208	0.879631
0	5	29.1622	0.888816
0	6	29.2987	0.829607
0	7	28.981	0.875002
0	8	29.1839	0.812828
0	9	29.1939	0.854386
0	10	28.6743	0.876075
0	11	28.6845	0.852134
0	12	28.8002	0.843395
0	13	28.961	0.88151
0	14	29.1909	0.872041
0	15	26.3452	0.843199
0	16	25.3867	0.642462
0	17	23.8603	0.646172
0	18	23.666	0.650008
0	19	23.4554	0.657846
0	20	23.0072	0.656846
0	21	23.3046	0.66808
0	22	23.1007	0.704115
0	23	22.9853	0.653518
0	24	23.2239	0.666992
0	25	23.2903	0.647725
0	26	23.0344	0.668243
0	27	23.4394	0.650972
0	28	23.1261	0.675028
0	29	23.5276	0.648246
0	30	23.2613	0.659373
0	31	24.3107	0.66144
1	0	39.2279	0.741402
1	1	43.4634	0.690531
1	2	43.8406	0.690916
1	3	43.5587	0.690862
1	4	44.4122	0.667766
1	5	45.2871	0.711114
1	6	44.9804	0.695819
1	7	44.6562	0.715506
1	8	44.8786	0.724398
1	9	45.2727	0.700104
1	10	44.574	0.729454
1	11	43.8937	0.723688
1	12	44.23	0.716781
1	13	43.6081	0.717783
1	14	43.8361	0.693182
1	15	41.7456	0.6849
1	16	38.8667	0.76382
1	17	36.6759	0.789197
1	18	36.9093	0.796902
1	19	36.5438	0.786106
1	20	36.2636	0.793007
1	21	36.2706	0.769895
1	22	35.2628	0.809889
1	23	35.523	0.774912
1	24	34.1637	0.798983
1	25	34.5933	0.807072
1	26	34.0486	0.793762
1	27	34.1717	0.78037
1	28	34.9399	0.801171
1	29	35.1539	0.791958
1	30	35.309	0.765636
1	31	36.0291	0.785455
2	0	50.8653	0.584984
2	1	53.0125	0.566549
2	2	53.0699	0.593798
2	3	53.8593	0.570007
2	4	53.6755	0.58658
2	5	53.9782	0.575877
2	6	54.2752	0.596312
2	7	54.8712	0.58202
2	8	54.3526	0.582987
2	9	54.7652	0.572099
2	10	54.4203	0.583585
2	11	54.2076	0.602534
2	12	53.9918	0.57711
2	13	53.5188	0.58112
2	14	54.3573	0.577909
2	15	46.053	0.91763
2	16	48.4995	0.605861
2	17	48.7237	0.593182
2	18	48.2103	0.579948
2	19	47.7745	0.598804
2	20	47.0314	0.591417
2	21	46.9457	0.585623
2	22	46.1165	0.586166
2	23	46.645	0.562872
2	24	45.3498	0.58494
2	25	45.451	0.579546
2	26	44.7888	0.611854
2	27	45.7742	0.561417
2	28	46.2399	0.529972
2	29	46.1145	0.569286
2	30	45.9042	0.591381
2	31	46.1442	0.572387
3	0	19.9281	0.807201
3	1	32.6117	1.4094
3	2	12.1128	0.817975
3	3	18.434	0.796711
3	4	21.1547	0.788303
3	5	13.5598	0.817808
3	6	14.679	0.808551
3	7	19.9834	0.764435
3	8	17.5392	0.801976
3	9	8.55297	0.781123
3	10	20.3147	0.786864
3	11	20.1722	0.810409
3	12	18.6576	0.781995
3	13	24.7776	0.762087
3	14	18.8779	0.7888
3	15	32.4468	0.798532
3	16	50.5865	0.714792
3	17	53.5897	0.720808
3	18	16.2327	0.708531
3	19	32.3006	0.704989
3	20	21.2739	0.706488
3	21	24.9395	0.725148
3	22	21.8577	0.702041
3	23	24.8911	0.702244
3	24	23.116	0.701847
3	25	23.6289	0.69839
3	26	27.348	0.742319
3	27	22.8551	0.725238
3	28	15.5213	0.727344
3	29	26.1671	0.741908
3	30	24.7846	0.696161
3	31	24.2893	0.727387
