0	4.90967	0.964152	1.73096	0.00252562
1	6.47018	0.982351	1.59169	0.00229815
2	5.21374	1.01053	1.41416	0.00207001
3	6.96049	0.974635	1.30234	0.00194346
4	8.45321	0.98677	1.17234	0.00179284
5	6.43327	0.999955	1.1478	0.00177059
6	9.37577	0.996196	1.06146	0.00166725
7	6.09195	1.04054	1.06256	0.00168119
8	9.94936	0.998081	0.981842	0.00156445
9	9.49683	1.00843	0.979042	0.00157021
10	8.9551	0.957325	0.960906	0.00153383
11	8.89117	1.04235	0.994533	0.00159979
12	8.34681	1.10549	1.00943	0.00162602
13	8.52793	1.02772	1.02299	0.00163383
14	7.63803	0.98985	1.0046	0.00159262
15	4.99991	1.02613	1.1797	0.00188669
16	9.2617	0.932263	1.46929	0.00214881
17	8.3788	0.954723	1.28829	0.00185804
18	9.8883	0.97514	1.18151	0.00174101
19	11.1522	0.943111	1.05298	0.0015782
20	10.8621	0.958106	1.00343	0.00152554
21	10.8203	0.967331	0.938205	0.00145039
22	11.7173	0.96765	0.890571	0.00139581
23	11.158	1.00653	0.868651	0.00137639
24	13.2744	0.968804	0.820324	0.00130616
25	11.7313	0.979728	0.823804	0.00131388
26	12.0655	0.927589	0.812793	0.00129171
27	13.046	1.00773	0.850587	0.00136435
28	13.7345	1.06681	0.876022	0.00140612
29	10.1784	0.99783	0.835616	0.00132749
30	11.7207	0.958161	0.837949	0.00132756
31	11.5958	0.989658	1.02507	0.00164152
32	9.03675	0.978713	1.28353	0.00191476
33	7.33724	1.00155	1.14606	0.00168323
34	9.96076	1.0213	1.02315	0.00154106
35	8.94481	0.991668	0.960643	0.00147098
36	13.1212	1.00046	0.915544	0.00142731
37	11.9164	1.01219	0.840171	0.00133006
38	12.6694	1.01149	0.829575	0.00132415
39	10.8292	1.0553	0.809993	0.00130455
40	13.064	1.01545	0.771732	0.00124557
41	11.5296	1.02727	0.778413	0.00125887
42	14.0207	0.969917	0.755261	0.00121785
43	12.0176	1.05952	0.791754	0.00128498
44	11.4037	1.12161	0.797269	0.00129629
45	10.822	1.04561	0.785042	0.00127022
46	12.9249	1.00295	0.799234	0.00128704
