1000	2.5	3	1000	31	48						
97											
1	1	87	Ge	1000	2.71663	32.0652	0.0059709	0.571773	0	360	0
1	1	88	Ge	1000	2.74772	32.0652	0.00453102	0.571773	0	360	0
1	1	89	Ge	1000	2.77967	32.0652	0.00457932	0.571773	0	360	0
1	1	90	Ge	1000	2.81145	32.0652	0.00333519	0.571773	0	360	0
1	1	89	As	1000	2.69512	33.076	0.00452556	0.540192	0	360	0
1	1	90	As	1000	2.72567	33.076	0.00436413	0.540192	0	360	0
1	1	91	As	1000	2.75641	33.076	0.00449868	0.540192	0	360	0
1	1	92	As	1000	2.7872	33.076	0.0051873	0.540192	0	360	0
1	1	93	As	1000	2.81817	33.076	0.0063714	0.540192	0	360	0
1	1	91	Se	1000	2.67543	34.0777	0.00415074	0.539934	0	360	0
1	1	92	Se	1000	2.7049	34.0777	0.00415587	0.539934	0	360	0
1	1	93	Se	1000	2.73474	34.0777	0.00467394	0.539934	0	360	0
1	1	94	Se	1000	2.76469	34.0777	0.00520494	0.539934	0	360	0
1	1	95	Se	1000	2.79442	34.0777	0.00657534	0.539934	0	360	0
1	1	96	Se	1000	2.82449	34.0777	0.00627216	0.539934	0	360	0
1	1	94	Br	1000	2.68558	35.0864	0.00403863	0.545211	0	360	0
1	1	95	Br	1000	2.7144	35.0864	0.00449166	0.545211	0	360	0
1	1	96	Br	1000	2.74349	35.0864	0.00518325	0.545211	0	360	0
1	1	97	Br	1000	2.77241	35.0864	0.00581022	0.545211	0	360	0
1	1	98	Br	1000	2.80114	35.0864	0.00762918	0.545211	0	360	0
1	1	99	Br	1000	2.82968	35.0864	0.00711951	0.545211	0	360	0
1	1	97	Kr	1000	2.69516	36.0903	0.00413382	0.546729	0	360	0
1	1	98	Kr	1000	2.72315	36.0903	0.00488439	0.546729	0	360	0
1	1	99	Kr	1000	2.75123	36.0903	0.00565014	0.546729	0	360	0
1	1	100	Kr	1000	2.77915	36.0903	0.00619989	0.546729	0	360	0
1	1	101	Kr	1000	2.80723	36.0903	0.00692352	0.546729	0	360	0
1	1	102	Kr	1000	2.83445	36.0903	0.00574005	0.546729	0	360	0
1	1	99	Rb	1000	2.67661	37.0939	0.00655518	0.55152	0	360	0
1	1	100	Rb	1000	2.70399	37.0939	0.00445203	0.55152	0	360	0
1	1	101	Rb	1000	2.7312	37.0939	0.00510147	0.55152	0	360	0
1	1	102	Rb	1000	2.75844	37.0939	0.00594519	0.55152	0	360	0
1	1	103	Rb	1000	2.78565	37.0939	0.00671388	0.55152	0	360	0
1	1	104	Rb	1000	2.81285	37.0939	0.00551958	0.55152	0	360	0
1	1	105	Rb	1000	2.8395	37.0939	0.00430821	0.55152	0	360	0
1	1	101	Sr	1000	2.65908	38.0904	0.0045585	0.554106	0	360	0
1	1	102	Sr	1000	2.68539	38.0904	0.00461445	0.554106	0	360	0
1	1	103	Sr	1000	2.71227	38.0904	0.00487419	0.554106	0	360	0
1	1	104	Sr	1000	2.73841	38.0904	0.00585126	0.554106	0	360	0
1	1	105	Sr	1000	2.76439	38.0904	0.00633342	0.554106	0	360	0
1	1	106	Sr	1000	2.79066	38.0904	0.00711621	0.554106	0	360	0
1	1	107	Sr	1000	2.81673	38.0904	0.00662361	0.554106	0	360	0
1	1	103	Y	1000	2.64151	39.0939	0.00590853	0.550389	0	360	0
1	1	104	Y	1000	2.667	39.0939	0.005913	0.550389	0	360	0
1	1	105	Y	1000	2.69222	39.0939	0.00524865	0.550389	0	360	0
1	1	106	Y	1000	2.71818	39.0939	0.00541953	0.550389	0	360	0
1	1	107	Y	1000	2.74413	39.0939	0.00559491	0.550389	0	360	0
1	1	108	Y	1000	2.77023	39.0939	0.00611115	0.550389	0	360	0
1	1	109	Y	1000	2.79614	39.0939	0.00635724	0.550389	0	360	0
1	1	110	Y	1000	2.82295	39.0939	0.00635724	0.550389	0	360	0
1	1	104	Zr	1000	2.60034	40.0836	0.002401257	0.553617	0	360	0
1	1	105	Zr	1000	2.62503	40.0836	0.00374208	0.553617	0	360	0
1	1	106	Zr	1000	2.64965	40.0836	0.00495195	0.553617	0	360	0
1	1	107	Zr	1000	2.67507	40.0836	0.00518397	0.553617	0	360	0
1	1	108	Zr	1000	2.70019	40.0836	0.00491976	0.553617	0	360	0
1	1	109	Zr	1000	2.72551	40.0836	0.00611703	0.553617	0	360	0
1	1	110	Zr	1000	2.7509	40.0836	0.00685245	0.553617	0	360	0
1	1	111	Zr	1000	2.77631	40.0836	0.00729717	0.553617	0	360	0
1	1	112	Zr	1000	2.80196	40.0836	0.00606795	0.553617	0	360	0
1	1	108	Nb	1000	2.63359	41.081	0.00390642	0.558855	0	360	0
1	1	109	Nb	1000	2.65885	41.081	0.00526275	0.558855	0	360	0
1	1	110	Nb	1000	2.68336	41.081	0.00458505	0.558855	0	360	0
1	1	111	Nb	1000	2.70802	41.081	-0.0050742	0.558855	0	360	0
1	1	112	Nb	1000	2.73272	41.081	0.00583401	0.558855	0	360	0
1	1	113	Nb	1000	2.75733	41.081	0.00652605	0.558855	0	360	0
1	1	114	Nb	1000	2.78197	41.081	0.00725244	0.558855	0	360	0
1	1	115	Nb	1000	2.80664	41.081	0.00802494	0.558855	0	360	0
1	1	111	Mo	1000	2.64346	42.078	0.00556872	0.562806	0	360	0
1	1	112	Mo	1000	2.66696	42.078	0.00430344	0.562806	0	360	0
1	1	113	Mo	1000	2.69114	42.078	0.00474819	0.562806	0	360	0
1	1	114	Mo	1000	2.71518	42.078	0.00540324	0.562806	0	360	0
1	1	115	Mo	1000	2.73908	42.078	0.00633693	0.562806	0	360	0
1	1	116	Mo	1000	2.76294	42.078	0.00731604	0.562806	0	360	0
1	1	117	Mo	1000	2.78682	42.078	0.00877239	0.562806	0	360	0
1	1	118	Mo	1000	2.81288	42.078	0.00877239	0.562806	0	360	0
1	1	114	Tc	1000	2.65091	43.0731	0.00373311	0.570315	0	360	0
1	1	115	Tc	1000	2.6742	43.0731	0.00444126	0.570315	0	360	0
1	1	116	Tc	1000	2.69849	43.0731	0.00518838	0.570315	0	360	0
1	1	117	Tc	1000	2.72173	43.0731	0.00583098	0.570315	0	360	0
1	1	118	Tc	1000	2.74498	43.0731	0.00724617	0.570315	0	360	0
1	1	119	Tc	1000	2.76842	43.0731	0.00785061	0.570315	0	360	0
1	1	120	Tc	1000	2.79312	43.0731	0.0090912	0.570315	0	360	0
