h0	905.395	1153.87
h1	912.14	1148.84
h2	909.611	1142.13
h3	912.983	1138.77
h4	912.14	1128.71
h5	915.513	1120.32
h6	929.847	1075.03
h7	902.022	1135.42
h8	909.611	1123.68
h9	884.315	1123.68
h10	896.12	1101.87
h11	876.726	1113.61
h12	890.217	1081.74
h13	886.001	1120.32
h14	883.472	1103.55
h15	880.099	1100.19
h16	851.431	1135.42
h17	856.49	1130.39
h18	851.431	1123.68
h19	856.49	1118.65
h20	851.431	1116.97
h21	848.901	1096.84
h22	868.294	1061.61
h23	841.313	1106.9
h24	847.215	1083.42
h25	838.783	1113.61
h26	842.999	1081.74
h27	829.508	1096.84
h28	838.783	1070
h29	821.076	1091.81
h30	826.978	1075.03
h31	823.606	1073.35
h32	805.056	1090.13
h33	810.115	1088.45
h34	805.899	1086.77
h35	801.683	1073.35
h36	803.369	1078.39
h37	810.115	1058.26
h38	859.863	1066.65
h39	826.135	1105.23
h40	832.881	1098.52
h41	816.86	1101.87
h42	831.194	1090.13
h43	821.076	1106.9
h44	842.156	1095.16
h45	825.292	1116.97
h46	839.626	1111.94
h47	843.842	1113.61
h48	849.744	1101.87
h49	851.431	1098.52
h50	844.685	1080.06
h51	846.372	1066.65
h52	845.529	1073.35
h53	848.058	1053.23
h54	862.392	1012.97
h55	848.901	1068.32
h56	849.744	1058.26
h57	838.783	1078.39
h58	841.313	1044.84
h59	840.469	1080.06
h60	856.49	1048.19
h61	846.372	1091.81
h62	853.96	1081.74
h63	824.449	1043.16
h64	794.937	1113.61
h65	796.624	1105.23
h66	802.526	1093.48
h67	803.369	1088.45
h68	795.781	1078.39
h69	809.272	1085.1
h70	841.313	1063.29
h71	795.781	1088.45
h72	810.958	1083.42
h73	807.585	1098.52
h74	816.017	1088.45
h75	799.153	1100.19
h76	810.115	1073.35
h77	785.662	1078.39
h78	785.662	1059.94
h79	778.917	1051.55
h80	767.956	1083.42
h81	774.701	1073.35
h82	773.858	1066.65
h83	773.015	1064.97
h84	765.426	1064.97
h85	778.917	1046.52
h86	794.094	1021.35
h87	770.485	1073.35
h88	789.878	1064.97
h89	778.917	1086.77
h90	795.781	1073.35
h91	788.192	1078.39
h92	773.015	1028.06
h93	762.896	1049.87
h94	766.269	1044.84
h95	773.015	1054.9
h96	783.133	1019.68
h97	795.781	1039.81
h98	790.721	1028.06
h99	798.31	1026.39
h100	785.662	1012.97
h101	810.958	1028.06
h102	827.822	986.129
h103	805.899	1051.55
h104	821.076	1036.45
h105	810.958	1053.23
h106	825.292	1039.81
h107	806.742	1051.55
h108	826.978	1041.48
h109	827.822	1083.42
h110	826.135	1058.26
h111	833.724	1066.65
h112	802.526	1103.55
h113	808.428	1100.19
h114	806.742	1098.52
h115	800.84	1075.03
h116	785.662	1068.32
h117	808.428	1063.29
h118	834.567	1044.84
h119	776.387	1049.87
h120	787.349	1039.81
h121	762.896	1043.16
h122	764.583	1011.29
h123	775.544	1053.23
h124	794.937	1041.48
h125	790.721	1078.39
h126	798.31	1068.32
h127	789.035	1048.19
h128	808.428	1033.1
h129	828.665	1048.19
h130	829.508	1043.16
h131	828.665	1044.84
h132	834.567	1041.48
h133	843.842	1033.1
h134	859.019	1002.9
h135	831.194	1049.87
h136	851.431	1053.23
h137	859.019	1091.81
h138	866.608	1068.32
h139	831.194	1058.26
h140	848.901	1038.13
h141	839.626	1054.9
h142	842.999	1061.61
h143	842.156	1056.58
h144	811.801	1103.55
h145	816.017	1093.48
h146	800.84	1068.32
h147	799.153	1053.23
h148	800.84	1063.29
h149	827.822	1073.35
h150	834.567	1036.45
h151	800.84	1058.26
h152	816.017	1054.9
h153	784.819	1048.19
h154	788.192	1023.03
h155	775.544	1033.1
h156	786.506	1016.32
h157	771.328	1033.1
h158	779.76	1023.03
h159	792.408	1048.19
h160	769.642	1063.29
h161	762.896	1048.19
h162	757.837	1029.74
h163	735.914	994.516
h164	743.503	1002.9
h165	741.817	982.774
h166	756.994	957.613
h167	716.521	976.065
h168	724.11	969.355
h169	722.424	987.806
h170	733.385	971.032
h171	715.678	971.032
h172	740.13	972.71
h173	748.562	1024.71
h174	762.053	1026.39
h175	763.74	1034.77
h176	765.426	1033.1
h177	773.015	1038.13
h178	789.035	1044.84
h179	792.408	1043.16
h180	783.976	1028.06
h181	787.349	1018
h182	808.428	992.839
h183	778.917	1033.1
h184	779.76	1009.61
h185	761.21	1021.35
h186	775.544	996.194
h187	761.21	1011.29
h188	783.976	997.871
h189	766.269	1029.74
h190	765.426	1009.61
h191	785.662	1021.35
h192	748.562	997.871
h193	760.367	1004.58
h194	767.956	1007.94
h195	774.701	1001.23
h196	783.133	1007.94
h197	765.426	982.774
h198	798.31	964.323
h199	766.269	1004.58
