h0	939.122	925.742
h1	939.965	892.194
h2	938.279	878.774
h3	934.906	895.548
h4	934.906	880.452
h5	934.906	915.677
h6	942.495	880.452
h7	934.906	910.645
h8	934.906	882.129
h9	937.436	872.065
h10	933.22	882.129
h11	929.847	905.613
h12	934.906	885.484
h13	932.377	885.484
h14	934.906	922.387
h15	936.592	907.29
h16	935.749	855.29
h17	932.377	826.774
h18	929.847	816.71
h19	923.945	826.774
h20	904.551	815.032
h21	907.081	828.452
h22	912.14	796.581
h23	902.022	821.742
h24	914.67	804.968
h25	912.983	801.613
h26	915.513	811.677
h27	915.513	833.484
h28	923.945	816.71
h29	921.415	826.774
h30	923.945	853.613
h31	926.474	831.806
h32	922.258	856.968
h33	918.042	825.097
h34	918.042	816.71
h35	916.356	825.097
h36	918.886	826.774
h37	908.767	838.516
h38	914.67	798.258
h39	903.708	825.097
h40	906.238	810
h41	907.081	798.258
h42	912.14	816.71
h43	909.611	828.452
h44	914.67	811.677
h45	912.14	816.71
h46	912.14	841.871
h47	912.983	826.774
h48	903.708	836.839
h49	908.767	806.645
h50	909.611	808.323
h51	902.865	815.032
h52	908.767	806.645
h53	907.081	826.774
h54	906.238	791.548
h55	898.649	823.419
h56	899.492	801.613
h57	902.022	796.581
h58	901.179	815.032
h59	906.238	823.419
h60	910.454	801.613
h61	907.081	815.032
h62	902.022	841.871
h63	904.551	813.355
h64	906.238	799.935
h65	905.395	783.161
h66	902.865	763.032
h67	899.492	786.516
h68	897.806	773.097
h69	896.963	794.903
h70	902.022	761.355
h71	896.963	784.839
h72	896.963	771.419
h73	894.433	754.645
h74	893.59	768.065
h75	888.531	778.129
h76	888.531	758
h77	891.06	764.71
h78	878.413	781.484
h79	886.845	773.097
h80	875.883	831.806
h81	881.785	806.645
h82	880.099	799.935
h83	873.354	804.968
h84	881.785	804.968
h85	859.019	820.065
h86	870.824	781.484
h87	864.922	801.613
h88	873.354	789.871
h89	866.608	776.452
h90	851.431	779.806
h91	869.138	806.645
h92	866.608	791.548
h93	874.197	801.613
h94	853.117	811.677
h95	853.96	796.581
h96	864.922	801.613
h97	859.019	766.387
h98	846.372	756.323
h99	837.097	758
h100	827.822	741.226
h101	831.194	773.097
h102	833.724	734.516
h103	831.194	763.032
h104	842.156	751.29
h105	846.372	741.226
h106	838.783	752.968
h107	811.801	751.29
h108	826.135	742.903
h109	826.135	741.226
h110	823.606	768.065
h111	834.567	766.387
h112	836.253	788.194
h113	849.744	776.452
h114	853.117	783.161
h115	837.94	773.097
h116	841.313	776.452
h117	828.665	781.484
h118	828.665	752.968
h119	831.194	776.452
h120	833.724	751.29
h121	838.783	756.323
h122	837.94	776.452
h123	828.665	779.806
h124	834.567	754.645
h125	826.135	766.387
h126	823.606	794.903
h127	832.038	784.839
h128	821.076	791.548
h129	832.038	783.161
h130	821.919	766.387
h131	808.428	758
h132	816.86	758
h133	804.212	783.161
h134	814.331	746.258
h135	807.585	771.419
h136	818.547	758
h137	820.233	751.29
h138	810.115	746.258
h139	810.958	771.419
h140	806.742	741.226
h141	803.369	751.29
h142	802.526	779.806
h143	803.369	761.355
h144	800.84	752.968
h145	803.369	724.452
h146	808.428	717.742
h147	772.171	706
h148	777.231	702.645
h149	805.056	736.194
h150	802.526	707.677
h151	794.094	736.194
h152	804.212	726.129
h153	807.585	711.032
h154	790.721	716.065
h155	799.997	732.839
h156	800.84	724.452
h157	788.192	717.742
h158	821.076	766.387
h159	807.585	736.194
h160	788.192	769.742
h161	814.331	764.71
h162	821.076	764.71
h163	817.703	764.71
h164	800.84	761.355
h165	815.174	781.484
h166	829.508	763.032
h167	841.313	808.323
h168	844.685	786.516
h169	843.842	781.484
h170	839.626	804.968
h171	840.469	810
h172	840.469	788.194
h173	836.253	788.194
h174	837.097	818.387
h175	842.999	801.613
h176	841.313	813.355
h177	848.901	786.516
h178	842.156	771.419
h179	836.253	796.581
h180	838.783	781.484
h181	836.253	804.968
h182	837.097	769.742
h183	828.665	793.226
h184	829.508	758
h185	821.919	747.935
h186	818.547	766.387
h187	808.428	776.452
h188	816.017	751.29
h189	814.331	764.71
h190	814.331	784.839
h191	818.547	771.419
h192	799.153	771.419
h193	797.467	744.581
h194	810.115	746.258
h195	856.49	799.935
h196	865.765	801.613
h197	864.079	830.129
h198	863.235	783.161
h199	846.372	801.613
h200	853.96	793.226
h201	861.549	773.097
h202	853.96	799.935
h203	856.49	806.645
h204	877.57	798.258
h205	864.079	796.581
h206	862.392	823.419
h207	859.863	806.645
h208	855.647	816.71
h209	851.431	798.258
h210	866.608	803.29
h211	875.883	811.677
h212	874.197	806.645
h213	875.04	826.774
h214	874.197	796.581
h215	869.981	825.097
h216	871.667	801.613
h217	869.138	798.258
h218	871.667	818.387
h219	871.667	826.774
h220	880.942	803.29
h221	859.019	791.548
h222	842.156	820.065
h223	849.744	798.258
h224	850.588	796.581
h225	862.392	783.161
h226	880.942	786.516
h227	880.099	789.871
h228	877.57	784.839
h229	874.197	810
h230	871.667	773.097
h231	874.197	796.581
h232	870.824	771.419
h233	875.883	761.355
h234	852.274	763.032
h235	864.922	784.839
h236	882.629	779.806
h237	876.726	784.839
h238	868.294	815.032
h239	879.256	798.258
h240	873.354	794.903
h241	880.942	789.871
h242	880.099	786.516
h243	876.726	791.548
h244	879.256	779.806
h245	876.726	811.677
h246	876.726	771.419
h247	859.019	789.871
h248	854.804	756.323
h249	861.549	746.258
h250	851.431	754.645
h251	851.431	771.419
h252	857.333	751.29
h253	851.431	761.355
h254	846.372	786.516
h255	849.744	766.387
