0	0	0	0.92306
0	1	0	0.970261
0	2	0	0.985099
0	3	0	0.9331
0	4	0	1.00599
0	5	0	1.01597
0	6	0	0.948998
0	7	0	1
0	8	0	0.929866
0	9	0	0.97703
0	10	0	1.00079
0	11	0	0.97367
0	12	0	0.963997
0	13	0	1.00759
0	14	0	0.997299
0	15	0	0.959668
0	16	0	0.729845
0	17	0	0.732128
0	18	0	0.736216
0	19	0	0.744809
0	20	0	0.743084
0	21	0	0.756204
0	22	0	0.796696
0	23	0	0.739297
0	24	0	0.754837
0	25	0	0.733098
0	26	0	0.756002
0	27	0	0.736943
0	28	0	0.763774
0	29	0	0.733961
0	30	0	0.746195
0	31	0	0.749878
1	0	0	1.0246
1	1	0	0.962974
1	2	0	0.964338
1	3	0	0.96373
1	4	0	0.933747
1	5	0	0.995195
1	6	0	0.973551
1	7	0	1
1	8	0	1.01269
1	9	0	0.98014
1	10	0	1.01908
1	11	0	1.00981
1	12	0	1.00104
1	13	0	1.00122
1	14	0	0.967899
1	15	0	0.952389
1	16	0	1.05523
1	17	0	1.08553
1	18	0	1.09654
1	19	0	1.08081
1	20	0	1.08961
1	21	0	1.05783
1	22	0	1.11047
1	23	0	1.06303
1	24	0	1.09305
1	25	0	1.10504
1	26	0	1.0856
1	27	0	1.06754
1	28	0	1.09771
1	29	0	1.08557
1	30	0	1.04978
1	31	0	1.07828
2	0	0	0.994933
2	1	0	0.969099
2	2	0	1.01523
2	3	0	0.977126
2	4	0	1.00469
2	5	0	0.987417
2	6	0	1.02258
2	7	0	1
2	8	0	1.00034
2	9	0	0.982998
2	10	0	1.00154
2	11	0	1.03293
2	12	0	0.989578
2	13	0	0.9952
2	14	0	0.991873
2	15	0	1.54245
2	16	0	1.02476
2	17	0	1.00376
2	18	0	0.97998
2	19	0	1.01064
2	20	0	0.996311
2	21	0	0.986288
2	22	0	0.985194
2	23	0	0.947246
2	24	0	0.981299
2	25	0	0.972487
2	26	0	1.02513
2	27	0	0.942756
2	28	0	0.890969
2	29	0	0.956783
2	30	0	0.993439
2	31	0	0.961987
3	0	0	0.807201
3	1	0	1.4094
3	2	0	0.817975
3	3	0	0.796711
3	4	0	0.788303
3	5	0	0.817808
3	6	0	0.808551
3	7	0	0.764435
3	8	0	0.801976
3	9	0	0.781123
3	10	0	0.786864
3	11	0	0.810409
3	12	0	0.781995
3	13	0	0.762087
3	14	0	0.7888
3	15	0	0.798532
3	16	0	0.714792
3	17	0	0.720808
3	18	0	0.708531
3	19	0	0.704989
3	20	0	0.706488
3	21	0	0.725148
3	22	0	0.702041
3	23	0	0.702244
3	24	0	0.701847
3	25	0	0.69839
3	26	0	0.742319
3	27	0	0.725238
3	28	0	0.727344
3	29	0	0.741908
3	30	0	0.696161
3	31	0	0.727387
