Kr102	1	0.521412	2.83445	0	0	0.00191335	0.000605252	2.81653	2.85013	2.82871	2.84019	0
Rb99	1	73.2136	2.67661	0	0	0.00218506	5.45586e-05	2.65888	2.69248	2.67005	2.68316	0
Rb100	1	7414.91	2.70399	0	0	0.00148401	4.46777e-06	2.6859	2.7195	2.69954	2.70844	0
Rb101	1	5974.89	2.7312	0	0	0.00170049	5.32781e-06	2.71293	2.74653	2.7261	2.7363	0
Rb102	1	545.551	2.75844	0	0	0.00198173	1.90339e-05	2.73996	2.77356	2.75249	2.76439	0
Rb103	1	59.6283	2.78565	0	0	0.00223796	6.11822e-05	2.76698	2.80058	2.77893	2.79236	0
Rb104	1	2.81898	2.81285	0	0	0.00183986	0.000255155	2.79401	2.82761	2.80733	2.81837	0
Rb105	1	0.555552	2.8395	0	0	0.00143607	0.000507662	2.82104	2.85464	2.83519	2.84381	0
Sr101	1	19.691	2.65908	0	0	0.0015195	8.77299e-05	2.64889	2.66689	2.65452	2.66364	0
Sr102	1	1158.06	2.68539	0	0	0.00153815	1.15096e-05	2.66741	2.70101	2.68077	2.69	0
Sr103	1	2982.74	2.71227	0	0	0.00162473	7.37074e-06	2.69373	2.72733	2.70739	2.71714	0
Sr104	1	1682.77	2.73841	0	0	0.00195042	1.07517e-05	2.72004	2.75364	2.73256	2.74426	0
Sr105	1	207.774	2.76439	0	0	0.00211114	3.18339e-05	2.74636	2.77996	2.75806	2.77073	0
Sr106	1	31.6195	2.79066	0	0	0.00237207	8.65038e-05	2.77267	2.80627	2.78354	2.79777	0
Sr107	1	1.98755	2.81673	0	0	0.00220787	0.000332855	2.79899	2.83259	2.8101	2.82335	0
Y103	1	31.1942	2.64151	0	0	0.00196951	7.93543e-05	2.62783	2.65423	2.6356	2.64742	0
Y104	1	190.261	2.667	0	0	0.001971	3.21435e-05	2.65347	2.67987	2.66108	2.67291	0
Y105	1	3800.16	2.69222	0	0	0.00174955	6.77621e-06	2.67911	2.70551	2.68697	2.69747	0
Y106	1	6151.8	2.71818	0	0	0.00180651	5.41181e-06	2.70475	2.73115	2.71276	2.7236	0
Y107	1	3165.38	2.74413	0	0	0.00186497	7.66565e-06	2.73039	2.75679	2.73854	2.74973	0
Y108	1	248.231	2.77023	0	0	0.00203705	2.86088e-05	2.75603	2.78243	2.76412	2.77635	0
Y109	1	26.3567	2.79614	0	0	0.00211908	8.95479e-05	2.78167	2.80807	2.78978	2.80249	0
Y110	1	0.928332	2.82295	0	0	0.00365975	0.000657338	2.80731	2.83371	2.81197	2.83393	0
Y111	1	8.24707	2.84526	0	0	0.000296179	4.15772	2.83295	2.85935	2.84437	2.84615	0
Zr104	1	7.85086	2.60034	0	0	0.000800419	0.707107	2.5832	2.6168	2.59794	2.60274	0
Zr105	1	27.8236	2.62503	0	0	0.00124736	6.68637e-05	2.6082	2.6418	2.62129	2.62877	0
Zr106	1	1620.52	2.64965	0	0	0.00165065	1.00792e-05	2.6332	2.6668	2.6447	2.6546	0
Zr107	1	11861.4	2.67507	0	0	0.00172799	3.81178e-06	2.6582	2.6918	2.66988	2.68025	0
Zr108	1	49044.6	2.70019	0	0	0.00163992	1.82617e-06	2.6832	2.7168	2.69527	2.70511	0
Zr109	1	9237.45	2.72551	0	0	0.00203901	4.69201e-06	2.7082	2.7418	2.7194	2.73163	0
Zr110	1	1758.88	2.7509	0	0	0.00228415	1.13808e-05	2.7332	2.7668	2.74405	2.75776	0
Zr111	1	93.7335	2.77631	0	0	0.00243239	5.09027e-05	2.763	2.787	2.76902	2.78361	0
Zr112	1	8.18533	2.80196	0	0	0.00202265	0.00015699	2.7868	2.8132	2.79589	2.80803	0
Nb108	1	90.3811	2.63359	0	0	0.00130214	3.79071e-05	2.62215	2.64615	2.62968	2.63749	0
Nb109	1	160.895	2.65885	0	0	0.00175425	3.29762e-05	2.64654	2.67054	2.65359	2.66411	0
Nb110	1	25499	2.68336	0	0	0.00152835	2.4449e-06	2.66973	2.69613	2.67878	2.68795	0
Nb111	1	39325.8	2.70802	0	0	-0.0016914	2.07114e-06	2.69412	2.72052	2.71309	2.70294	0
Nb112	1	6104.15	2.73272	0	0	0.00194467	5.63684e-06	2.71971	2.74371	2.72689	2.73856	0
Nb113	1	832.875	2.75733	0	0	0.00217535	1.61411e-05	2.7441	2.7681	2.7508	2.76385	0
Nb114	1	38.6156	2.78197	0	0	0.00241748	7.90688e-05	2.76849	2.79249	2.77471	2.78922	0
Nb115	1	2.08811	2.80664	0	0	0.00267498	0.000358704	2.79288	2.81688	2.79862	2.81467	0
Mo111	1	21.9219	2.64346	0	0	0.00185624	9.19054e-05	2.63326	2.65246	2.63789	2.64903	0
Mo112	1	1424.76	2.66696	0	0	0.00143448	1.00207e-05	2.65347	2.67987	2.66266	2.67126	0
Mo113	1	12715.1	2.69114	0	0	0.00158273	3.52345e-06	2.67728	2.70368	2.6864	2.69589	0
Mo114	1	12562.7	2.71518	0	0	0.00180108	3.78137e-06	2.70109	2.72749	2.70978	2.72059	0
Mo115	1	1529.9	2.73908	0	0	0.00211231	1.17347e-05	2.7249	2.7513	2.73274	2.74541	0
Mo116	1	165.961	2.76294	0	0	0.00243868	3.82849e-05	2.7487	2.7751	2.75563	2.77026	0
Mo117	1	7.09497	2.78682	0	0	0.00292413	0.000204165	2.77371	2.79771	2.77805	2.79559	0
Mo118	1	0.721678	2.81288	0	0	0.00333346	0.000737338	2.79752	2.82152	2.80288	2.82288	0
Tc114	1	286.452	2.65091	0	0	0.00124437	2.08149e-05	2.63796	2.66436	2.64717	2.65464	0
Tc115	1	715.197	2.6742	0	0	0.00148042	1.43682e-05	2.66122	2.68762	2.66976	2.67864	0
Tc116	1	5336.21	2.69849	0	0	0.00172946	5.68543e-06	2.68447	2.71087	2.6933	2.70368	0
Tc117	1	4309.8	2.72173	0	0	0.00194366	6.70667e-06	2.70773	2.73413	2.71589	2.72756	0
Tc118	1	416.633	2.74498	0	0	0.00241539	2.40464e-05	2.73099	2.75739	2.73774	2.75223	0
Tc119	1	53.2052	2.76842	0	0	0.00261687	7.0056e-05	2.75424	2.78064	2.76057	2.77627	0
Tc120	1	2.7855	2.79312	0	0	0.0030304	0.000367659	2.7811	2.8003	2.78403	2.80221	0
Tc121	1	0.747431	2.81496	0	0	0.00186815	0.000499432	2.80435	2.82355	2.80936	2.82057	0
Ru117	1	3.40147	2.65875	0	0	0.00117271	0.000185448	2.65309	2.66509	2.65523	2.66227	0
Ru118	1	28.4082	2.68248	0	0	0.00208543	8.56315e-05	2.67222	2.69142	2.67623	2.68874	0
Ru119	1	1970.97	2.7053	0	0	0.0018145	9.58218e-06	2.69135	2.71775	2.69986	2.71075	0
Ru120	1	1234.9	2.72781	0	0	0.00206449	1.29127e-05	2.71407	2.74047	2.72162	2.73401	0
Ru121	1	139.717	2.75066	0	0	0.00239421	4.13421e-05	2.7368	2.7632	2.74348	2.75785	0
Ru122	1	16.6196	2.77337	0	0	0.00225641	0.000116366	2.75953	2.78593	2.7666	2.78014	0
Ru123	1	1.6038	2.7965	0	0	0.00223887	0.00037481	2.78585	2.80505	2.78978	2.80322	0
Rh121	1	32.1243	2.68984	0	0	0.00205533	7.9972e-05	2.67929	2.69849	2.68368	2.69601	0
Rh122	1	1136.25	2.71154	0	0	0.00194722	1.30771e-05	2.70151	2.72071	2.70569	2.71738	0
Rh123	1	518.62	2.7337	0	0	0.00205887	1.9906e-05	2.72373	2.74293	2.72752	2.73987	0
Rh124	1	49.5694	2.75613	0	0	0.00208047	6.47626e-05	2.74596	2.76516	2.74989	2.76237	0
Rh125	1	2.99389	2.77865	0	0	0.00173231	0.000240267	2.76818	2.78738	2.77346	2.78385	0
Pd124	1	21.8376	2.69605	0	0	0.0019891	0.000103283	2.68965	2.70165	2.69009	2.70202	0
Pd125	1	168.083	2.71724	0	0	0.00196763	3.65352e-05	2.71139	2.72339	2.71134	2.72314	0
Pd126	1	22.3528	2.73889	0	0	0.00185844	9.50029e-05	2.73313	2.74513	2.73331	2.74446	0
