Ge87	1	7.88321	2.71663	0	0	0.0019903	0.000207378	2.71275	2.72475	2.71066	2.7226	0
Ge88	1	92.8458	2.74772	0	0	0.00151034	4.02843e-05	2.7404	2.7596	2.74319	2.75225	0
Ge89	1	25.482	2.77967	0	0	0.00152644	7.72941e-05	2.76445	2.79805	2.77509	2.78424	0
Ge90	1	6.63872	2.81145	0	0	0.00111173	0.000129236	2.7957	2.8293	2.80812	2.81479	0
As89	1	1096.19	2.69512	0	0	0.00150852	1.17154e-05	2.68017	2.71377	2.6906	2.69965	0
As90	1	1915.03	2.72567	0	0	0.00145471	8.70412e-06	2.71047	2.74407	2.7213	2.73003	0
As91	1	753.157	2.75641	0	0	0.00149956	1.40917e-05	2.74078	2.77438	2.75191	2.76091	0
As92	1	36.6859	2.7872	0	0	0.0017291	6.85625e-05	2.77108	2.80468	2.78201	2.79238	0
As93	1	4.13258	2.81817	0	0	0.0021238	0.000226392	2.80138	2.83498	2.8118	2.82454	0
Se91	1	1134.91	2.67543	0	0	0.00138358	1.10268e-05	2.65967	2.69327	2.67128	2.67958	0
Se92	1	15663.7	2.7049	0	0	0.00138529	2.96994e-06	2.68908	2.72268	2.70075	2.70906	0
Se93	1	2736.04	2.73474	0	0	0.00155798	7.53599e-06	2.71849	2.75209	2.73006	2.73941	0
Se94	1	528.289	2.76469	0	0	0.00173498	1.80982e-05	2.74791	2.78151	2.75949	2.7699	0
Se95	1	22.206	2.79442	0	0	0.00219178	9.92147e-05	2.77732	2.81092	2.78784	2.801	0
Se96	1	3.24388	2.82449	0	0	0.00209072	0.000253539	2.80673	2.84033	2.81821	2.83076	0
Br94	1	6705.53	2.68558	0	0	0.00134621	4.47471e-06	2.66891	2.70251	2.68154	2.68962	0
Br95	1	20598.4	2.7144	0	0	0.00149722	2.69248e-06	2.69749	2.73109	2.70991	2.71889	0
Br96	1	3258.26	2.74349	0	0	0.00172775	7.27233e-06	2.72606	2.75966	2.7383	2.74867	0
Br97	1	560.592	2.77241	0	0	0.00193674	1.85626e-05	2.75463	2.78823	2.7666	2.77822	0
Br98	1	18.3534	2.80114	0	0	0.00254306	0.000117554	2.7832	2.8168	2.79351	2.80877	0
Br99	1	1.68108	2.82968	0	0	0.00237317	0.000375237	2.81177	2.84537	2.82256	2.83679	0
Kr97	1	11483.2	2.69516	0	0	0.00137794	3.45941e-06	2.67764	2.71124	2.69102	2.69929	0
Kr98	1	14897.7	2.72315	0	0	0.00162813	3.30157e-06	2.70542	2.73902	2.71827	2.72803	0
Kr99	1	1410.2	2.75123	0	0	0.00188338	1.15412e-05	2.7332	2.7668	2.74558	2.75688	0
Kr100	1	167.269	2.77915	0	0	0.00206663	3.51033e-05	2.76098	2.79458	2.77295	2.78535	0
Kr101	1	4.23521	2.80723	0	0	0.00230784	0.000233129	2.78876	2.82236	2.80031	2.81415	0
