h0	50.5865	0.714792	83.2106
h1	53.5897	0.720808	20.1074
h2	16.2327	0.708531	42.6084
h3	32.3006	0.704989	1.67204
h4	21.2739	0.706488	0.788512
h5	24.9395	0.725148	1.95114
h6	21.8577	0.702041	5.09316
h7	24.8911	0.702244	1.12759
h8	23.116	0.701847	1.1477
h9	23.6289	0.69839	2.63289
h10	27.348	0.742319	6.77253
h11	22.8551	0.725238	3.07116
h12	15.5213	0.727344	17.4159
h13	26.1671	0.741908	1.61563
h14	24.7846	0.696161	2.34734
h15	24.2893	0.727387	13.0172
