h0	19.9281	0.807201	9.42669
h1	32.6117	1.4094	10.4537
h2	12.1128	0.817975	7.63904
h3	18.434	0.796711	3.26632
h4	21.1547	0.788303	5.9108
h5	13.5598	0.817808	9.10726
h6	14.679	0.808551	6.73191
h7	19.9834	0.764435	0.05111
h8	17.5392	0.801976	26.4586
h9	8.55297	0.781123	9.55872
h10	20.3147	0.786864	1.31382
h11	20.1722	0.810409	2.58458
h12	18.6576	0.781995	0.965197
h13	24.7776	0.762087	3.75037
h14	18.8779	0.7888	1.01275
h15	32.4468	0.798532	7.03907
